Date,Views,Watch time (hours),Average view duration
2024-06-10,12,0.3464,0:01:43
2024-06-09,9,0.1729,0:01:09
2024-06-08,12,0.7511,0:03:45
2024-06-07,6,0.2211,0:02:12
2024-06-06,14,1.382,0:05:55
2024-06-05,7,0.1839,0:01:34
2024-06-04,2,0.0332,0:00:59
2024-06-03,3,0.1115,0:02:13
2024-06-02,8,0.0342,0:00:15
2024-06-01,1,0.0011,0:00:03
2024-05-31,11,0.2343,0:01:16
2024-05-30,9,0.2327,0:01:33
2024-05-29,19,0.4909,0:01:33
2024-05-28,34,1.5568,0:02:44
2024-05-27,7,0.078,0:00:40
2024-05-26,12,0.2132,0:01:03
2024-05-25,34,2.2818,0:04:01
2024-05-24,12,0.5742,0:02:52
2024-05-23,23,1.3616,0:03:33
2024-05-22,20,1.961,0:05:52
2024-05-21,25,0.3324,0:00:47
2024-05-20,25,1.5259,0:03:39
2024-05-19,28,1.7858,0:03:49
2024-05-18,3,0.2243,0:04:29
2024-05-17,13,0.9869,0:04:33
2024-05-16,7,0.1031,0:00:53
2024-05-15,27,1.4611,0:03:14
2024-05-14,13,0.4184,0:01:55
2024-05-13,10,0.183,0:01:05
2024-05-12,17,0.5866,0:02:04
2024-05-11,25,1.0325,0:02:28
2024-05-10,24,1.3128,0:03:16
2024-05-09,35,2.5676,0:04:24
2024-05-08,10,0.4717,0:02:49
2024-05-07,15,0.5371,0:02:08
2024-05-06,23,1.2359,0:03:13
2024-05-05,14,0.7488,0:03:12
2024-05-04,16,0.6307,0:02:21
2024-05-03,20,0.229,0:00:41
2024-05-02,19,0.2996,0:00:56
2024-05-01,19,0.8508,0:02:41
2024-04-30,17,0.7124,0:02:30
2024-04-29,36,1.1439,0:01:54
2024-04-28,50,1.8256,0:02:11
2024-04-27,15,0.6054,0:02:25
2024-04-26,37,1.4783,0:02:23
2024-04-25,56,1.5315,0:01:38
2024-04-24,13,0.2559,0:01:10
2024-04-23,28,0.7998,0:01:42
2024-04-22,25,1.2341,0:02:57
2024-04-21,38,2.4177,0:03:49
2024-04-20,40,2.7999,0:04:11
2024-04-19,9,0.0993,0:00:39
2024-04-18,27,0.9863,0:02:11
2024-04-17,15,0.5956,0:02:22
2024-04-16,10,0.2648,0:01:35
2024-04-15,14,0.5274,0:02:15
2024-04-14,5,0.0506,0:00:36
2024-04-13,11,0.4674,0:02:32
2024-04-12,17,0.8184,0:02:53
2024-04-11,30,0.7454,0:01:29
2024-04-10,29,0.4376,0:00:54
2024-04-09,17,0.1978,0:00:41
2024-04-08,23,0.4462,0:01:09
2024-04-07,22,0.799,0:02:10
2024-04-06,16,0.6407,0:02:24
2024-04-05,19,0.9602,0:03:01
2024-04-04,45,1.2834,0:01:42
2024-04-03,28,1.2645,0:02:42
2024-04-02,19,1.0318,0:03:15
2024-04-01,11,0.2977,0:01:37
2024-03-31,31,0.9693,0:01:52
2024-03-30,7,0.4691,0:04:01
2024-03-29,17,0.5799,0:02:02
2024-03-28,22,0.6174,0:01:41
2024-03-27,15,0.4954,0:01:58
2024-03-26,23,1.024,0:02:40
2024-03-25,15,0.7701,0:03:04
2024-03-24,8,0.4676,0:03:30
2024-03-23,63,5.5425,0:05:16
2024-03-22,60,2.4663,0:02:27
2024-03-21,16,0.4812,0:01:48
2024-03-20,17,0.5746,0:02:01
2024-03-19,8,0.1255,0:00:56
2024-03-18,9,0.1604,0:01:04
2024-03-17,9,0.6548,0:04:21
2024-03-16,16,0.461,0:01:43
2024-03-15,29,1.6189,0:03:20
2024-03-14,25,1.1229,0:02:41
2024-03-13,48,2.9958,0:03:44
2024-03-12,23,0.8258,0:02:09
2024-03-11,10,0.3694,0:02:12
2024-03-10,8,0.4982,0:03:44
2024-03-09,7,0.0845,0:00:43
2024-03-08,2,0.4004,0:12:00
2024-03-07,23,0.4513,0:01:10
2024-03-06,23,0.716,0:01:52
2024-03-05,19,0.5665,0:01:47
2024-03-04,47,2.3515,0:03:00
2024-03-03,61,2.9613,0:02:54
2024-03-02,25,0.6622,0:01:35
2024-03-01,36,2.4007,0:04:00
2024-02-29,33,1.024,0:01:51
2024-02-28,32,0.9975,0:01:52
2024-02-27,14,0.7428,0:03:10
2024-02-26,16,0.4943,0:01:51
2024-02-25,25,1.1618,0:02:47
2024-02-24,10,0.3779,0:02:16
2024-02-23,9,0.3638,0:02:25
2024-02-22,29,1.1685,0:02:25
2024-02-21,41,3.5208,0:05:09
2024-02-20,14,0.2591,0:01:06
2024-02-19,19,1.466,0:04:37
2024-02-18,72,5.2088,0:04:20
2024-02-17,33,1.4401,0:02:37
2024-02-16,28,1.595,0:03:25
2024-02-15,40,1.7805,0:02:40
2024-02-14,35,1.6083,0:02:45
2024-02-13,34,1.6511,0:02:54
2024-02-12,45,2.9329,0:03:54
2024-02-11,58,3.1282,0:03:14
2024-02-10,12,0.6004,0:03:00
2024-02-09,26,1.1965,0:02:45
2024-02-08,23,0.6365,0:01:39
2024-02-07,34,1.4182,0:02:30
2024-02-06,22,0.526,0:01:26
2024-02-05,21,0.5296,0:01:30
2024-02-04,21,0.9319,0:02:39
2024-02-03,29,1.3065,0:02:42
2024-02-02,33,0.9357,0:01:42
2024-02-01,18,0.8646,0:02:52
2024-01-31,39,2.244,0:03:27
2024-01-30,18,0.543,0:01:48
2024-01-29,15,0.8807,0:03:31
2024-01-28,52,1.3584,0:01:34
2024-01-27,53,3.234,0:03:39
2024-01-26,23,1.025,0:02:40
2024-01-25,5,0.2778,0:03:20
2024-01-24,27,0.965,0:02:08
2024-01-23,27,1.3591,0:03:01
2024-01-22,76,3.5258,0:02:47
2024-01-21,67,1.7417,0:01:33
2024-01-20,8,0.4371,0:03:16
2024-01-19,27,0.4687,0:01:02
2024-01-18,46,1.8495,0:02:24
2024-01-17,87,4.0339,0:02:46
2024-01-16,61,3.3284,0:03:16
2024-01-15,44,3.3475,0:04:33
2024-01-14,37,1.3465,0:02:11
2024-01-13,39,2.9206,0:04:29
2024-01-12,13,0.4196,0:01:56
2024-01-11,27,2.3037,0:05:07
2024-01-10,47,1.5636,0:01:59
2024-01-09,40,1.0706,0:01:36
2024-01-08,6,0.0637,0:00:38
2024-01-07,61,3.5941,0:03:32
2024-01-06,27,1.086,0:02:24
2024-01-05,47,5.2109,0:06:39
2024-01-04,10,0.1659,0:00:59
2024-01-03,8,0.2443,0:01:49
2024-01-02,12,0.149,0:00:44
2024-01-01,17,1.1781,0:04:09
