Date,Views,Watch time (hours),Average view duration
2020-08-24,183,6.198,0:02:01
2020-08-23,247,7.305,0:01:46
2020-08-22,189,4.0376,0:01:16
2020-08-21,95,4.7627,0:03:00
2020-08-20,148,5.7354,0:02:19
2020-08-19,45,2.7155,0:03:37
2020-08-18,49,2.5961,0:03:10
2020-08-17,49,1.3783,0:01:41
2020-08-16,70,3.1772,0:02:43
2020-08-15,41,2.0205,0:02:57
2020-08-14,102,5.8723,0:03:27
2020-08-13,64,4.3767,0:04:06
2020-08-12,72,4.2914,0:03:34
2020-08-11,67,4.3602,0:03:54
2020-08-10,156,8.1564,0:03:08
2020-08-09,133,8.2686,0:03:43
2020-08-08,69,3.2385,0:02:48
2020-08-07,109,4.5675,0:02:30
2020-08-06,103,4.0759,0:02:22
2020-08-05,119,4.3592,0:02:11
2020-08-04,97,5.3579,0:03:18
2020-08-03,140,8.4501,0:03:37
2020-08-02,118,7.2564,0:03:41
2020-08-01,50,3.9589,0:04:45
2020-07-31,72,4.0125,0:03:20
2020-07-30,75,4.1928,0:03:21
2020-07-29,132,5.4526,0:02:28
2020-07-28,179,10.856,0:03:38
2020-07-27,122,8.644,0:04:15
2020-07-26,151,8.3521,0:03:19
2020-07-25,167,9.9188,0:03:33
2020-07-24,104,7.4651,0:04:18
2020-07-23,160,10.9946,0:04:07
2020-07-22,189,9.2205,0:02:55
2020-07-21,315,13.4488,0:02:33
2020-07-20,197,13.2887,0:04:02
2020-07-19,88,5.2242,0:03:33
2020-07-18,132,5.7168,0:02:35
2020-07-17,194,9.2188,0:02:51
2020-07-16,60,2.5273,0:02:31
2020-07-15,83,6.3722,0:04:36
2020-07-14,59,2.5952,0:02:38
2020-07-13,67,3.9883,0:03:34
2020-07-12,135,5.5304,0:02:27
2020-07-11,114,6.2236,0:03:16
2020-07-10,98,4.6199,0:02:49
2020-07-09,173,5.8613,0:02:01
2020-07-08,141,4.0954,0:01:44
2020-07-07,155,3.1265,0:01:12
2020-07-06,93,3.3845,0:02:11
2020-07-05,114,5.9488,0:03:07
2020-07-04,129,6.3682,0:02:57
2020-07-03,92,5.4087,0:03:31
2020-07-02,106,4.9348,0:02:47
2020-07-01,75,3.4228,0:02:44
2020-06-30,120,5.4674,0:02:44
2020-06-29,73,3.1518,0:02:35
2020-06-28,60,3.377,0:03:22
2020-06-27,57,4.2184,0:04:26
2020-06-26,139,7.2433,0:03:07
2020-06-25,140,4.2286,0:01:48
2020-06-24,211,9.7523,0:02:46
2020-06-23,168,9.4627,0:03:22
2020-06-22,147,6.8654,0:02:48
2020-06-21,181,9.3583,0:03:06
2020-06-20,80,5.0747,0:03:48
2020-06-19,110,5.4821,0:02:59
2020-06-18,69,4.3176,0:03:45
2020-06-17,57,3.3204,0:03:29
2020-06-16,72,4.1473,0:03:27
2020-06-15,102,3.6013,0:02:07
2020-06-14,163,8.1139,0:02:59
2020-06-13,97,4.3445,0:02:41
2020-06-12,119,4.6427,0:02:20
2020-06-11,110,6.1757,0:03:22
2020-06-10,174,7.8021,0:02:41
2020-06-09,198,5.6232,0:01:42
2020-06-08,81,2.6299,0:01:56
2020-06-07,93,2.2157,0:01:25
2020-06-06,162,5.2459,0:01:56
2020-06-05,132,5.855,0:02:39
2020-06-04,115,5.1262,0:02:40
2020-06-03,53,1.9985,0:02:15
2020-06-02,179,4.0191,0:01:20
2020-06-01,76,1.5824,0:01:14
2020-05-31,124,3.3272,0:01:36
2020-05-30,165,7.6665,0:02:47
2020-05-29,77,3.8597,0:03:00
2020-05-28,122,5.8903,0:02:53
2020-05-27,77,4.0631,0:03:09
2020-05-26,209,9.3126,0:02:40
2020-05-25,81,3.5558,0:02:38
2020-05-24,110,7.0559,0:03:50
2020-05-23,192,8.8317,0:02:45
2020-05-22,153,6.0013,0:02:21
2020-05-21,204,9.3561,0:02:45
2020-05-20,102,5.774,0:03:23
2020-05-19,166,6.5261,0:02:21
2020-05-18,77,4.0771,0:03:10
2020-05-17,133,8.2903,0:03:44
2020-05-16,148,8.098,0:03:16
2020-05-15,93,3.403,0:02:11
2020-05-14,250,6.0394,0:01:26
2020-05-13,80,3.5124,0:02:38
2020-05-12,96,5.6394,0:03:31
2020-05-11,68,3.0034,0:02:39
2020-05-10,90,5.9713,0:03:58
2020-05-09,172,9.2539,0:03:13
2020-05-08,83,4.0589,0:02:56
2020-05-07,142,5.9233,0:02:30
2020-05-06,109,5.3695,0:02:57
2020-05-05,205,11.432,0:03:20
2020-05-04,104,3.097,0:01:47
2020-05-03,179,7.5854,0:02:32
2020-05-02,113,6.3605,0:03:22
2020-05-01,59,4.8422,0:04:55
2020-04-30,106,6.3784,0:03:36
2020-04-29,132,4.7398,0:02:09
2020-04-28,113,3.1263,0:01:39
2020-04-27,162,5.6116,0:02:04
2020-04-26,196,10.8028,0:03:18
2020-04-25,170,6.2288,0:02:11
2020-04-24,132,4.6197,0:02:05
2020-04-23,233,6.3669,0:01:38
2020-04-22,218,6.0938,0:01:40
2020-04-21,104,3.7688,0:02:10
2020-04-20,45,1.1614,0:01:32
2020-04-19,173,6.2051,0:02:09
2020-04-18,117,4.9574,0:02:32
2020-04-17,116,3.7317,0:01:55
2020-04-16,190,6.1775,0:01:57
2020-04-15,396,9.1479,0:01:23
2020-04-14,168,6.1433,0:02:11
2020-04-13,178,5.3518,0:01:48
2020-04-12,408,8.9304,0:01:18
2020-04-11,98,3.095,0:01:53
2020-04-10,104,4.0969,0:02:21
2020-04-09,50,0.9394,0:01:07
2020-04-08,46,1.0659,0:01:23
2020-04-07,108,3.2536,0:01:48
2020-04-06,224,5.9703,0:01:35
2020-04-05,38,2.8685,0:04:31
2020-04-04,37,1.9456,0:03:09
2020-04-03,19,0.2875,0:00:54
2020-04-02,46,1.4586,0:01:54
2020-04-01,55,0.7526,0:00:49
2020-03-31,103,1.9421,0:01:07
2020-03-30,33,0.7222,0:01:18
2020-03-29,22,0.4587,0:01:15
2020-03-28,43,1.7761,0:02:28
2020-03-27,160,3.8804,0:01:27
2020-03-26,16,0.8973,0:03:21
2020-03-25,89,1.7219,0:01:09
2020-03-24,35,1.4687,0:02:31
2020-03-23,90,1.243,0:00:49
2020-03-22,104,1.5373,0:00:53
2020-03-21,7,0.3817,0:03:16
2020-03-20,29,0.3373,0:00:41
2020-03-19,9,0.2257,0:01:30
2020-03-18,9,0.2536,0:01:41
2020-03-17,14,0.1281,0:00:32
2020-03-16,115,2.4394,0:01:16
2020-03-15,6,0.3798,0:03:47
2020-03-14,41,0.345,0:00:30
2020-03-13,92,1.3488,0:00:52
2020-03-12,137,2.0351,0:00:53
2020-03-11,23,0.7884,0:02:03
2020-03-10,31,0.7038,0:01:21
2020-03-09,137,2.0819,0:00:54
2020-03-08,15,0.4625,0:01:50
2020-03-07,3,0.0439,0:00:52
2020-03-06,11,0.6434,0:03:30
2020-03-05,29,0.8313,0:01:43
2020-03-04,17,0.5763,0:02:02
2020-03-03,88,1.8931,0:01:17
2020-03-02,235,3.4536,0:00:52
2020-03-01,175,3.3674,0:01:09
2020-02-29,283,4.6791,0:00:59
2020-02-28,167,2.7694,0:00:59
2020-02-27,5,0.2801,0:03:21
2020-02-26,6,0.0143,0:00:08
2020-02-24,7,0.0395,0:00:20
2020-02-23,15,0.1865,0:00:44
2020-02-22,17,0.2107,0:00:44
2020-02-21,5,0.0003,0:00:00
2020-02-20,0,0,
2020-02-19,6,0.0326,0:00:19
2020-02-18,16,0.2398,0:00:53
