Date,Views,Watch time (hours),Average view duration
2022-09-14,25,0.7772,0:01:51
2022-09-13,31,1.7851,0:03:27
2022-09-12,12,0.3204,0:01:36
2022-09-11,16,0.8123,0:03:02
2022-09-10,25,2.7917,0:06:42
2022-09-09,12,0.695,0:03:28
2022-09-08,16,0.8886,0:03:19
2022-09-07,39,1.2862,0:01:58
2022-09-06,24,0.4491,0:01:07
2022-09-05,27,1.0006,0:02:13
2022-09-04,15,0.3167,0:01:16
2022-09-03,20,1.2101,0:03:37
2022-09-02,29,0.8208,0:01:41
2022-09-01,29,0.884,0:01:49
2022-08-31,11,0.5038,0:02:44
2022-08-30,11,0.402,0:02:11
2022-08-29,4,0.2726,0:04:05
2022-08-28,1,0.0733,0:04:23
2022-08-27,9,0.2129,0:01:25
2022-08-26,3,0.0063,0:00:07
2022-08-25,14,0.651,0:02:47
2022-08-24,37,3.3805,0:05:28
2022-08-23,20,2.1362,0:06:24
2022-08-22,20,0.6312,0:01:53
2022-08-21,31,1.11,0:02:08
2022-08-20,14,0.5962,0:02:33
2022-08-19,9,0.5182,0:03:27
2022-08-18,17,0.4101,0:01:26
2022-08-17,84,1.388,0:00:59
2022-08-16,44,0.9791,0:01:20
2022-08-15,15,1.1428,0:04:34
2022-08-14,12,0.7343,0:03:40
2022-08-13,7,0.5025,0:04:18
2022-08-12,11,0.2803,0:01:31
2022-08-11,46,2.2992,0:02:59
2022-08-10,22,1.3874,0:03:47
2022-08-09,67,2.9192,0:02:36
2022-08-08,52,2.493,0:02:52
2022-08-07,13,0.4379,0:02:01
2022-08-06,15,1.2052,0:04:49
2022-08-05,182,1.1954,0:00:23
2022-08-04,31,2.1948,0:04:14
2022-08-03,40,4.296,0:06:26
2022-08-02,14,1.2511,0:05:21
2022-08-01,51,5.2943,0:06:13
2022-07-31,12,0.4567,0:02:17
2022-07-30,41,3.0643,0:04:29
2022-07-29,71,6.969,0:05:53
2022-07-28,45,3.1652,0:04:13
2022-07-27,15,1.2877,0:05:09
2022-07-26,29,2.2474,0:04:38
2022-07-25,52,3.4781,0:04:00
2022-07-24,63,4.8976,0:04:39
2022-07-23,40,2.3871,0:03:34
2022-07-22,31,1.4473,0:02:48
2022-07-21,25,1.385,0:03:19
2022-07-20,21,1.3591,0:03:52
2022-07-19,39,1.6755,0:02:34
2022-07-18,41,3.6502,0:05:20
2022-07-17,33,2.5777,0:04:41
2022-07-16,7,0.5106,0:04:22
2022-07-15,15,1.3412,0:05:21
2022-07-14,20,2.3311,0:06:59
2022-07-13,25,1.9567,0:04:41
2022-07-12,30,1.9146,0:03:49
2022-07-11,24,1.2082,0:03:01
2022-07-10,34,1.6406,0:02:53
2022-07-09,12,0.814,0:04:04
2022-07-08,14,0.3548,0:01:31
2022-07-07,37,0.5932,0:00:57
2022-07-06,19,1.3914,0:04:23
2022-07-05,31,1.2846,0:02:29
2022-07-04,54,0.842,0:00:56
2022-07-03,49,3.2703,0:04:00
2022-07-02,54,0.9274,0:01:01
2022-07-01,8,0.6332,0:04:44
2022-06-30,8,0.5422,0:04:03
2022-06-29,53,2.9844,0:03:22
2022-06-28,43,3.9048,0:05:26
2022-06-27,28,2.7201,0:05:49
2022-06-26,32,2.6773,0:05:01
2022-06-25,61,2.368,0:02:19
2022-06-24,29,1.0666,0:02:12
2022-06-23,57,1.8415,0:01:56
2022-06-22,33,1.8538,0:03:22
2022-06-21,58,3.4825,0:03:36
2022-06-20,32,1.974,0:03:42
2022-06-19,32,2.126,0:03:59
2022-06-18,52,3.0052,0:03:28
2022-06-17,60,4.7866,0:04:47
2022-06-16,44,2.8595,0:03:53
2022-06-15,44,3.804,0:05:11
2022-06-14,42,2.862,0:04:05
2022-06-13,41,1.9259,0:02:49
2022-06-12,8,0.1095,0:00:49
2022-06-11,23,1.9434,0:05:04
2022-06-10,29,1.3934,0:02:52
2022-06-09,30,2.0138,0:04:01
2022-06-08,14,1.3427,0:05:45
2022-06-07,14,0.7265,0:03:06
2022-06-06,19,1.3312,0:04:12
2022-06-05,25,2.1303,0:05:06
2022-06-04,21,0.5199,0:01:29
2022-06-03,13,0.7634,0:03:31
2022-06-02,20,0.7877,0:02:21
2022-06-01,21,1.5953,0:04:33
2022-05-31,23,1.2082,0:03:09
2022-05-30,12,0.1156,0:00:34
2022-05-29,44,1.4503,0:01:58
2022-05-28,44,1.623,0:02:12
2022-05-27,7,0.2082,0:01:47
2022-05-26,3,0.2279,0:04:33
2022-05-25,10,0.6699,0:04:01
2022-05-24,30,1.7349,0:03:28
2022-05-23,19,0.6957,0:02:11
2022-05-22,7,0.1523,0:01:18
2022-05-21,7,0.14,0:01:12
2022-05-20,13,0.5164,0:02:22
2022-05-19,22,0.5465,0:01:29
2022-05-18,12,0.4476,0:02:14
2022-05-17,15,1.0512,0:04:12
2022-05-16,7,0.085,0:00:43
2022-05-15,9,0.255,0:01:41
2022-05-14,26,1.5981,0:03:41
2022-05-13,25,1.0181,0:02:26
2022-05-12,10,0.8566,0:05:08
2022-05-11,16,0.6857,0:02:34
2022-05-10,22,0.2844,0:00:46
2022-05-09,6,0.0393,0:00:23
2022-05-08,16,0.3923,0:01:28
2022-05-07,25,0.3928,0:00:56
2022-05-06,17,1.4404,0:05:05
2022-05-05,20,0.5573,0:01:40
2022-05-04,20,1.5844,0:04:45
2022-05-03,47,3.0137,0:03:50
2022-05-02,26,1.5767,0:03:38
2022-05-01,24,0.8251,0:02:03
2022-04-30,21,1.1603,0:03:18
2022-04-29,18,1.2451,0:04:09
2022-04-28,8,0.0702,0:00:31
2022-04-27,39,1.0726,0:01:39
2022-04-26,30,1.6659,0:03:19
2022-04-25,10,0.4348,0:02:36
2022-04-24,21,0.5032,0:01:26
2022-04-23,57,0.8019,0:00:50
2022-04-22,33,1.5813,0:02:52
2022-04-21,46,1.9396,0:02:31
2022-04-20,37,1.9355,0:03:08
2022-04-19,33,1.6323,0:02:58
2022-04-18,43,1.5081,0:02:06
2022-04-17,40,0.6864,0:01:01
2022-04-16,38,4.5427,0:07:10
2022-04-15,51,1.8098,0:02:07
2022-04-14,34,1.4173,0:02:30
2022-04-13,40,3.1039,0:04:39
2022-04-12,13,0.6102,0:02:48
2022-04-11,32,1.4022,0:02:37
2022-04-10,35,2.1357,0:03:39
2022-04-09,31,1.7097,0:03:18
2022-04-08,62,3.1634,0:03:03
2022-04-07,30,1.9681,0:03:56
2022-04-06,21,1.3245,0:03:47
2022-04-05,34,1.071,0:01:53
2022-04-04,45,1.6185,0:02:09
2022-04-03,46,3.8321,0:04:59
2022-04-02,56,3.8399,0:04:06
2022-04-01,77,3.4285,0:02:40
2022-03-31,55,3.264,0:03:33
2022-03-30,109,6.0076,0:03:18
2022-03-29,36,3.1312,0:05:13
2022-03-28,56,2.5116,0:02:41
2022-03-27,42,2.7087,0:03:52
2022-03-26,88,4.282,0:02:55
2022-03-25,49,2.4936,0:03:03
2022-03-24,46,2.5599,0:03:20
2022-03-23,38,2.6165,0:04:07
2022-03-22,38,1.9965,0:03:09
2022-03-21,84,5.378,0:03:50
2022-03-20,54,3.6344,0:04:02
2022-03-19,40,1.0145,0:01:31
2022-03-18,119,3.5788,0:01:48
2022-03-17,20,1.4503,0:04:21
2022-03-16,20,0.6868,0:02:03
2022-03-15,39,2.4322,0:03:44
2022-03-14,26,1.1733,0:02:42
2022-03-13,22,0.9552,0:02:36
2022-03-12,30,1.7591,0:03:31
2022-03-11,25,1.3385,0:03:12
2022-03-10,25,0.7082,0:01:41
2022-03-09,39,2.0441,0:03:08
2022-03-08,38,1.735,0:02:44
2022-03-07,5,0.2219,0:02:39
2022-03-06,10,0.4316,0:02:35
2022-03-05,28,1.5422,0:03:18
2022-03-04,33,1.9585,0:03:33
2022-03-03,35,2.1603,0:03:42
2022-03-02,41,1.8049,0:02:38
2022-03-01,29,1.5821,0:03:16
2022-02-28,47,3.0895,0:03:56
2022-02-27,37,2.6816,0:04:20
2022-02-26,48,2.5276,0:03:09
2022-02-25,33,2.5353,0:04:36
2022-02-24,21,1.7117,0:04:53
2022-02-23,42,1.2942,0:01:50
2022-02-22,17,0.0621,0:00:13
2022-02-21,28,1.67,0:03:34
2022-02-20,37,2.3716,0:03:50
2022-02-19,34,1.8086,0:03:11
2022-02-18,20,0.5367,0:01:36
2022-02-17,35,2.2644,0:03:52
2022-02-16,34,1.2174,0:02:08
2022-02-15,34,0.642,0:01:07
2022-02-14,31,2.4874,0:04:48
2022-02-13,25,2.5543,0:06:07
2022-02-12,19,1.0005,0:03:09
2022-02-11,16,0.3454,0:01:17
2022-02-10,18,0.1556,0:00:31
2022-02-09,23,0.4903,0:01:16
2022-02-08,36,1.5372,0:02:33
2022-02-07,37,1.2774,0:02:04
2022-02-06,35,1.6322,0:02:47
2022-02-05,41,2.7349,0:04:00
2022-02-04,9,0.8239,0:05:29
2022-02-03,11,0.6867,0:03:44
2022-02-02,40,1.7443,0:02:36
2022-02-01,44,1.7532,0:02:23
2022-01-31,51,5.0486,0:05:56
2022-01-30,38,2.1872,0:03:27
2022-01-29,18,1.0927,0:03:38
2022-01-28,26,1.287,0:02:58
2022-01-27,19,1.1781,0:03:43
2022-01-26,72,3.5899,0:02:59
2022-01-25,32,1.669,0:03:07
2022-01-24,44,2.157,0:02:56
2022-01-23,18,0.9664,0:03:13
2022-01-22,22,1.2201,0:03:19
2022-01-21,58,3.3997,0:03:31
2022-01-20,42,1.5294,0:02:11
2022-01-19,41,1.5617,0:02:17
2022-01-18,45,2.1207,0:02:49
2022-01-17,22,1.2987,0:03:32
2022-01-16,42,2.3836,0:03:24
2022-01-15,34,1.3208,0:02:19
2022-01-14,44,1.4493,0:01:58
2022-01-13,30,0.9865,0:01:58
2022-01-12,31,1.7777,0:03:26
2022-01-11,48,2.6318,0:03:17
2022-01-10,13,0.4069,0:01:52
2022-01-09,22,1.1747,0:03:12
2022-01-08,22,0.9661,0:02:38
2022-01-07,34,2.3299,0:04:06
2022-01-06,12,0.6871,0:03:26
2022-01-05,31,1.5701,0:03:02
2022-01-04,21,1.3137,0:03:45
2022-01-03,32,2.3724,0:04:26
2022-01-02,49,2.9971,0:03:40
2022-01-01,34,1.6663,0:02:56
