Date,Views,Watch time (hours),Average view duration
2021-03-07,102,2.8012,0:01:38
2021-03-06,49,1.5882,0:01:56
2021-03-05,49,2.9202,0:03:34
2021-03-04,109,3.7812,0:02:04
2021-03-03,144,5.5693,0:02:19
2021-03-02,97,4.3355,0:02:40
2021-03-01,84,5.9137,0:04:13
2021-02-28,48,3.9551,0:04:56
2021-02-27,78,4.6824,0:03:36
2021-02-26,76,5.0195,0:03:57
2021-02-25,64,4.229,0:03:57
2021-02-24,58,5.5706,0:05:45
2021-02-23,52,1.45,0:01:40
2021-02-22,137,4.6794,0:02:02
2021-02-21,85,4.5908,0:03:14
2021-02-20,70,2.701,0:02:18
2021-02-19,65,1.9592,0:01:48
2021-02-18,58,4.4579,0:04:36
2021-02-17,95,6.7366,0:04:15
2021-02-16,148,5.103,0:02:04
2021-02-15,193,5.5078,0:01:42
2021-02-14,95,3.5191,0:02:13
2021-02-13,65,2.7337,0:02:31
2021-02-12,50,3.391,0:04:04
2021-02-11,92,6.0154,0:03:55
2021-02-10,104,4.5805,0:02:38
2021-02-09,145,7.4335,0:03:04
2021-02-08,165,6.9096,0:02:30
2021-02-07,119,6.112,0:03:04
2021-02-06,54,3.6823,0:04:05
2021-02-05,93,4.4724,0:02:53
2021-02-04,104,4.1955,0:02:25
2021-02-03,91,4.3837,0:02:53
2021-02-02,63,4.3463,0:04:08
2021-02-01,179,8.9321,0:02:59
2021-01-31,64,3.5523,0:03:19
2021-01-30,105,3.9422,0:02:15
2021-01-29,50,2.4348,0:02:55
2021-01-28,41,3.6698,0:05:22
2021-01-27,44,2.3749,0:03:14
2021-01-26,112,5.5276,0:02:57
2021-01-25,116,4.4308,0:02:17
2021-01-24,73,4.4806,0:03:40
2021-01-23,79,5.4525,0:04:08
2021-01-22,108,9.7598,0:05:25
2021-01-21,130,7.0336,0:03:14
2021-01-20,90,6.4077,0:04:16
2021-01-19,112,6.6916,0:03:35
2021-01-18,179,8.773,0:02:56
2021-01-17,102,4.4894,0:02:38
2021-01-16,59,3.1162,0:03:10
2021-01-15,63,1.8464,0:01:45
2021-01-14,98,3.7137,0:02:16
2021-01-13,82,3.838,0:02:48
2021-01-12,87,5.828,0:04:01
2021-01-11,167,8.4636,0:03:02
2021-01-10,103,4.6985,0:02:44
2021-01-09,69,5.3322,0:04:38
2021-01-08,145,6.9443,0:02:52
2021-01-07,122,5.7811,0:02:50
2021-01-06,127,5.3254,0:02:30
2021-01-05,182,11.1811,0:03:41
2021-01-04,196,5.9077,0:01:48
2021-01-03,65,3.0165,0:02:47
2021-01-02,55,2.7593,0:03:00
2021-01-01,34,2.1518,0:03:47
